,rank,title,studio,lifetime_gross,theaters,opening,theaters,release_date,genre
8581,71,The Express,Uni.,"$9,793,406","2,810","$4,562,675","2,808",10/10/08,sportsdrama
8582,72,Gladiator (1992),Col.,"$9,223,441","1,356","$3,305,189","1,295",3/6/92,sportsdrama
8583,73,Pride,LGF,"$7,057,600","1,518","$3,533,300","1,518",3/23/07,sportsdrama
8584,74,Crossover,Sony,"$7,009,668","1,023","$3,767,567","1,023",9/1/06,sportsdrama
8585,75,Running,Uni.,"$6,012,556",-,n/a,-,11/2/79,sportsdrama
8586,76,Chasing Mavericks,Fox,"$6,002,756","2,030","$2,268,274","2,002",10/26/12,sportsdrama
8587,77,The Boxer,Uni.,"$5,980,578",523,"$86,097",3,12/31/97,sportsdrama
8588,78,Against the Ropes,Par.,"$5,884,190","1,601","$3,038,546","1,601",2/20/04,sportsdrama
8589,79,Eight Men Out,Orion,"$5,680,515",349,"$1,129,491",147,9/2/88,sportsdrama
8590,80,Personal Best,WB,"$5,672,311",236,"$549,878",142,2/5/82,sportsdrama
8591,81,Wind,TriS,"$5,519,569",985,"$2,204,590",982,9/11/92,sportsdrama
8592,82,American Anthem,Col.,"$4,845,724",900,"$1,867,969",900,6/27/86,sportsdrama
8593,83,Seven Days in Utopia,Visio,"$4,373,074",561,"$1,316,910",561,9/2/11,sportsdrama
8594,84,Goal! The Dream Begins,BV,"$4,283,255","1,007","$1,921,838","1,007",5/12/06,sportsdrama
8595,85,Price of Glory,NL,"$3,440,228",807,"$1,611,833",802,3/31/00,sportsdrama
8596,86,Running Brave,BV,"$3,000,000",440,"$441,145",234,11/4/83,sportsdrama
8597,87,Gracie,PicH,"$2,956,339","1,164","$1,355,904","1,164",6/1/07,sportsdrama
8598,88,Phar Lap,Fox,"$2,878,404",-,n/a,-,4/13/84,sportsdrama
8599,89,Home Run,Gold.,"$2,861,020",381,"$1,582,466",381,4/19/13,sportsdrama
8600,90,The Power of One,WB,"$2,827,107",143,"$684,358",143,3/27/92,sportsdrama
8601,91,Bobby Jones: Stroke of Genius,FFn.,"$2,694,071","1,332","$1,233,297","1,332",4/30/04,sportsdrama
8602,92,Streets of Gold,Fox,"$2,546,238",797,"$1,279,498",797,11/14/86,sportsdrama
8603,93,Tough Enough,Fox,"$2,433,722",538,"$725,117",538,3/25/83,sportsdrama
8604,94,The Basketball Diaries,NL,"$2,381,087",318,"$765,335",317,4/21/95,sportsdrama
8605,95,My All American,CE,"$2,246,000","1,565","$1,365,000","1,565",11/13/15,sportsdrama
8606,96,The Mighty Macs,QM,"$1,891,936",975,"$963,221",975,10/21/11,sportsdrama
8607,97,Crooked Arrows,BPE,"$1,832,541",327,"$257,364",55,5/18/12,sportsdrama
8608,98,Carman the Champion,8X,"$1,765,751",232,"$769,080",232,3/2/01,sportsdrama
8609,99,Girlfight,SGem,"$1,565,852",253,"$197,896",28,9/29/00,sportsdrama
8610,100,American Flyers,WB,"$1,420,355",5,"$78,345",5,8/16/85,sportsdrama
8611,NaN,Ratatouille,BV,"$206,445,654","3,940","$47,027,395","3,940",6/29/07,cooking
8612,2,Julie & Julia,Sony,"$94,125,426","2,528","$20,027,956","2,354",8/7/09,cooking
8613,3,Chocolat,Mira.,"$71,509,363","1,928","$157,624",8,12/15/00,cooking
8614,4,The Hundred-Foot Journey,BV,"$54,240,821","2,167","$10,979,290","2,023",8/8/14,cooking
8615,5,No Reservations,WB,"$43,107,979","2,425","$11,704,357","2,425",7/27/07,cooking
8616,6,Chef,ORF,"$31,424,003","1,298","$204,961",6,5/9/14,cooking
8617,7,Like Water for Chocolate,Mira.,"$21,665,468",64,"$23,600",2,2/19/93,cooking
8618,8,Burnt,Wein.,"$13,651,946","3,003","$5,002,521","3,003",10/30/15,cooking
8619,9,Big Night,Gold.,"$12,008,376",336,"$185,749",12,9/20/96,cooking
8620,10,Eat Drink Man Woman,Gold.,"$7,294,403",217,"$155,512",14,8/3/94,cooking
8621,11,Woman on Top,FoxS,"$5,020,111","1,086","$2,008,191","1,085",9/22/00,cooking
8622,12,Tortilla Soup,Gold.,"$4,467,615",220,"$653,729",202,8/24/01,cooking
8623,13,Simply Irresistible,Fox,"$4,398,989","1,359","$2,232,686","1,359",2/5/99,cooking
8624,14,Jiro Dreams of Sushi,Magn.,"$2,552,478",80,"$42,035",2,3/9/12,cooking
8625,15,Le Chef,Cohen,"$342,667",19,"$11,290",1,6/20/14,cooking
8626,16,Today's Special,Vita.,"$317,831",55,"$90,639",55,11/19/10,cooking
8627,17,Soul Kitchen,IFC,"$276,901",23,"$20,916",2,8/20/10,cooking
8628,18,Haute Cuisine,Wein.,"$217,883",60,"$14,387",3,9/20/13,cooking
8629,19,How to Cook Your Life,RAtt.,"$87,370",7,"$8,741",4,10/26/07,cooking
8630,20,Tasting Menu,Magn.,"$18,686",5,"$6,010",5,4/18/14,cooking
8631,21,"Now, Forager",Argo.,"$11,146",4,"$1,539",1,10/3/12,cooking
8632,NaN,The Hunger Games,LGF,"$408,010,692","4,137","$152,535,747","4,137",3/23/12,realitytv
8633,2,The Truman Show,Par.,"$125,618,201","2,911","$31,542,121","2,315",6/5/98,realitytv
8634,3,Jackass 3-D,Par.,"$117,229,692","3,139","$50,353,641","3,081",10/15/10,realitytv
8635,4,Jackass: Number Two,Par.,"$72,778,712","3,063","$29,002,002","3,059",9/22/06,realitytv
8636,5,Jackass: The Movie,Par.,"$64,255,312","2,532","$22,763,437","2,509",10/25/02,realitytv
8637,6,The Running Man,TriS,"$38,122,105","1,694","$8,117,465","1,692",11/13/87,realitytv
8638,7,Showtime,WB,"$38,082,712","2,917","$15,011,430","2,917",3/15/02,realitytv
8639,8,Halloween: Resurrection,Dim.,"$30,354,442","2,094","$12,292,121","1,954",7/12/02,realitytv
8640,9,EDtv,Uni.,"$22,431,897","2,631","$8,311,290","2,627",3/26/99,realitytv
8641,10,Reality Bites,Uni.,"$20,982,557","1,175","$5,113,050","1,149",2/18/94,realitytv
8642,11,American Dreamz,Uni.,"$7,191,830","1,500","$3,667,420","1,500",4/21/06,realitytv
8643,12,Strange Wilderness,ParC,"$6,575,282","1,211","$3,001,719","1,208",2/1/08,realitytv
8644,13,The Real Cancun,NL,"$3,825,421","2,261","$2,108,796","2,261",4/25/03,realitytv
8645,14,Videodrome,Uni.,"$2,120,439",600,"$1,194,175",600,2/4/83,realitytv
8646,15,Real Life,Par.,"$364,642",-,n/a,-,3/2/79,realitytv
8647,16,My Uncle Rafael,RM,"$243,616",14,"$109,747",14,9/21/12,realitytv
8648,17,Series 7: The Contenders,USA,"$195,065",10,"$28,844",2,3/2/01,realitytv
8649,18,Fists of Legend,CJ,"$134,213",23,"$49,252",23,4/12/13,realitytv
8650,19,Games People Play: New York,AL,"$113,622",4,"$12,346",1,3/12/04,realitytv
8651,20,One Chance,Wein.,"$101,196",43,"$33,405",43,10/10/14,realitytv
8652,21,Reality (2013),Osci.,"$72,577",12,"$7,072",1,3/15/13,realitytv
8653,22,Table No. 21,Eros,"$46,720",23,"$31,658",23,1/4/13,realitytv
8654,23,Cruel World,Indic.,"$17,986",5,"$11,160",5,10/27/06,realitytv
8655,-,Surviving Eden,Cnv.,n/a,-,n/a,-,8/25/06,realitytv
8656,-,They're Watching,Ampl.,n/a,-,n/a,-,3/25/16,realitytv
8657,NaN,I Am Legend,WB,"$256,393,010","3,648","$77,211,321","3,606",12/14/07,future
8658,2,The Martian,Fox,"$228,433,663","3,854","$54,308,575","3,831",10/2/15,future
8659,3,Dawn of the Planet of the Apes,Fox,"$208,545,589","3,969","$72,611,427","3,967",7/11/14,future
8660,4,Interstellar,Par.,"$188,020,017","3,561","$47,510,360","3,561",11/5/14,future
8661,5,2012,Sony,"$166,112,167","3,444","$65,237,614","3,404",11/13/09,future
8662,6,Divergent,LG/S,"$150,947,895","3,936","$54,607,747","3,936",3/21/14,future
8663,7,"I, Robot",Fox,"$144,801,023","3,494","$52,179,887","3,420",7/16/04,future
8664,8,Minority Report,Fox,"$132,072,926","3,001","$35,677,125","3,001",6/21/02,future
8665,9,The Divergent Series: Insurgent,LG/S,"$130,179,072","3,875","$52,263,680","3,875",3/20/15,future
8666,10,Terminator Salvation,WB,"$125,322,469","3,602","$42,558,390","3,530",5/21/09,future
8667,11,Total Recall,Sony,"$119,412,921","2,131","$25,533,700","2,060",6/1/90,future
8668,12,Back to the Future Part II,Uni.,"$118,450,002","2,107","$27,835,125","1,865",11/22/89,future
8669,13,Real Steel,BV,"$85,468,508","3,440","$27,319,677","3,440",10/7/11,future
8670,14,A.I. Artificial Intelligence,WB,"$78,616,689","3,242","$29,352,630","3,242",6/29/01,future
8671,15,The Purge: Anarchy,Uni.,"$71,962,800","2,856","$29,816,675","2,805",7/18/14,future
8672,16,V for Vendetta,WB,"$70,511,035","3,365","$25,642,340","3,365",3/17/06,future
8673,17,Lost in Space,NL,"$69,117,629","3,306","$20,154,919","3,306",4/3/98,future
8674,18,Looper,TriS,"$66,486,205","2,993","$20,801,552","2,992",9/28/12,future
8675,19,The Divergent Series: Allegiant,LG/S,"$66,184,051","3,740","$29,027,348","3,740",3/18/16,future
8676,20,The Purge,Uni.,"$64,473,115","2,591","$34,058,360","2,536",6/7/13,future
8677,21,The Fifth Element,Sony,"$63,820,180","2,500","$17,031,345","2,500",5/9/97,future
8678,22,Total Recall (2012),Sony,"$58,877,969","3,601","$25,577,758","3,601",8/3/12,future
8679,23,RoboCop (2014),Sony,"$58,607,007","3,372","$21,681,430","3,372",2/12/14,future
8680,24,Bicentennial Man,BV,"$58,223,861","2,767","$8,234,926","2,518",12/17/99,future
8681,25,Demolition Man,WB,"$58,055,768","2,258","$14,262,432","2,246",10/8/93,future
8682,26,12 Monkeys,Uni.,"$57,141,459","1,629","$184,776",3,12/29/95,future
8683,27,Paycheck,Par.,"$53,790,451","2,762","$13,462,374","2,762",12/25/03,future
8684,28,The Purge: Election Year,Uni.,"$46,410,275","2,821","$31,515,110","2,796",7/1/16,future
8685,29,Reign of Fire,BV,"$43,061,982","2,629","$15,632,281","2,629",7/12/02,future
8686,30,2010,MGM,"$40,400,657","1,213","$7,393,361","1,126",12/7/84,future
8687,31,The Running Man,TriS,"$38,122,105","1,694","$8,117,465","1,692",11/13/87,future
8688,32,In Time,Fox,"$37,520,095","3,127","$12,050,368","3,122",10/28/11,future
8689,33,Mad Max Beyond Thunderdome,WB,"$36,230,219","1,475","$7,283,714","1,474",7/12/85,future
8690,34,The Island,DW,"$35,818,913","3,138","$12,409,070","3,122",7/22/05,future
8691,35,Children of Men,Uni.,"$35,552,383","1,524","$501,003",16,12/25/06,future
8692,36,Judge Dredd,BV,"$34,693,481","2,204","$12,291,536","2,204",6/30/95,future
8693,37,The 6th Day,Sony,"$34,604,280","2,516","$13,020,883","2,516",11/17/00,future
8694,38,Blade Runner,WB,"$32,868,943","1,325","$6,150,002","1,295",6/25/82,future
8695,39,Predator 2,Fox,"$30,669,413","1,978","$8,784,943","1,950",11/21/90,future
8696,40,Event Horizon,Par.,"$26,673,242","2,328","$9,511,915","2,311",8/15/97,future
8697,41,Aeon Flux,Par.,"$25,874,337","2,608","$12,661,112","2,608",12/2/05,future
8698,42,Her (2013),WB,"$25,568,251","1,729","$260,382",6,12/18/13,future
8699,43,Escape From L.A.,Par.,"$25,477,365","2,312","$8,912,557","2,312",8/9/96,future
8700,44,Escape from New York,Emb,"$25,244,626",-,n/a,-,7/10/81,future
8701,45,Alien Nation,Fox,"$25,216,243","1,436","$8,421,429","1,430",10/7/88,future
8702,46,The Road Warrior,WB,"$23,667,907",708,"$2,527,864",704,5/21/82,future
8703,47,Babylon A.D.,Fox,"$22,532,572","3,425","$9,484,627","3,390",8/29/08,future
8704,48,Johnny Mnemonic,Sony,"$19,075,720","2,035","$6,033,850","2,030",5/26/95,future
8705,49,Ultraviolet,SGem,"$18,535,812","2,558","$9,064,880","2,558",3/3/06,future
8706,50,The Postman,WB,"$17,626,234","2,207","$5,260,324","2,207",12/25/97,future
8707,51,Freejack,WB,"$17,129,026","1,560","$6,736,243","1,551",1/17/92,future
8708,52,Soldier,WB,"$14,594,226","2,507","$6,447,237","2,507",10/23/98,future
8709,53,Lockout,FD,"$14,326,864","2,335","$6,231,836","2,308",4/13/12,future
8710,54,Repo Men,Uni.,"$13,794,835","2,521","$6,126,170","2,521",3/19/10,future
8711,55,Gattaca,Sony,"$12,532,777","1,279","$4,320,202","1,279",10/24/97,future
8712,56,Doomsday,Rog.,"$11,008,770","1,938","$4,926,565","1,936",3/14/08,future
8713,57,Brazil,Uni.,"$9,929,135",173,"$30,099",1,12/18/85,future
8714,58,Mad Max,Film,"$8,750,000",-,n/a,-,3/21/80,future
8715,59,1984,Gold.,"$8,430,492",295,"$29,897",1,12/14/84,future
8716,60,Strange Days,Fox,"$7,959,291","1,691","$31,062",1,10/6/95,future
8717,61,Hardware,Mira.,"$5,728,953",695,"$2,381,285",695,9/14/90,future
8718,62,Screamers,Sony,"$5,711,695","1,560","$2,904,140","1,560",1/26/96,future
8719,63,The Handmaid's Tale,Cinc,"$4,960,385",177,"$738,578",117,3/9/90,future
8720,64,Sunshine,FoxS,"$3,675,753",461,"$242,964",10,7/20/07,future
8721,65,Robot & Frank,Gold.,"$3,325,038",209,"$35,539",2,8/17/12,future
8722,66,eXistenZ,Mira.,"$2,856,712",256,"$810,262",256,4/23/99,future
8723,67,Ruby Sparks,FoxS,"$2,540,106",261,"$140,822",13,7/25/12,future
8724,68,Class of 1999,Tau,"$2,459,895",320,"$767,620",320,5/11/90,future
8725,69,Nemesis,Imp,"$2,001,124",86,"$197,231",86,1/29/93,future
8726,70,A Sound of Thunder,WB,"$1,900,451",816,"$917,398",816,9/2/05,future
8727,71,"Truly, Madly, Deeply",Gold.,"$1,554,742",48,"$4,009",1,5/3/91,future
8728,72,Escape 2000,NW,"$1,414,828",-,n/a,-,1984,future
8729,73,Equilibrium,Dim.,"$1,203,794",301,"$541,512",301,12/6/02,future
8730,74,The Rover,A24,"$1,114,423",608,"$69,302",5,6/13/14,future
8731,75,Until the End of the World,WB,"$829,625",22,"$38,553",4,12/27/91,future
8732,76,World Gone Wild,Lori,"$323,947",-,n/a,-,4/22/88,future
8733,77,Code 46,UA,"$285,585",21,"$20,170",3,8/6/04,future
8734,78,The Zero Theorem,Ampl.,"$257,706",63,"$83,803",63,9/19/14,future
8735,79,Repo: The Genetic Opera,LGF,"$146,750",11,"$53,684",8,11/7/08,future
8736,80,Iron Sky,EOne,"$122,082",8,n/a,-,7/25/12,future
8737,81,New Rose Hotel,Lions,"$21,521",2,"$5,147",1,10/1/99,future
8738,82,It's All About Love,Strand,"$6,140",2,"$2,582",2,10/29/04,future
8739,83,Tamala 2010,Vita.,"$3,386",1,"$3,386",1,4/2/04,future
8740,84,Shopping,Conc,"$3,061",1,"$1,983",1,2/9/96,future
8741,NaN,The Muppets,BV,"$88,631,237","3,440","$29,239,026","3,440",11/23/11,puppet
8742,2,The Muppet Movie,AFD,"$65,200,000",-,n/a,-,6/22/79,puppet
8743,3,Muppets Most Wanted,BV,"$51,183,113","3,194","$17,005,126","3,194",3/21/14,puppet
8744,4,The Dark Crystal,Uni.,"$40,577,001","1,052","$4,657,335",858,12/17/82,puppet
8745,5,Muppet Treasure Island,BV,"$34,327,391","2,089","$7,906,689","2,070",2/16/96,puppet
8746,6,Team America: World Police,Par.,"$32,786,074","2,620","$12,120,358","2,539",10/15/04,puppet
8747,7,The Great Muppet Caper,Uni.,"$31,206,251",-,"$2,968,990",73,6/26/81,puppet
8748,8,The Muppet Christmas Carol,BV,"$27,281,507","2,084","$5,010,109","2,075",12/11/92,puppet
8749,9,The Muppets Take Manhattan,TriS,"$25,534,703","1,261","$4,416,022","1,261",7/13/84,puppet
8750,10,Being John Malkovich,USA,"$22,863,596",630,"$637,721",25,10/29/99,puppet
8751,11,Muppets from Space,Sony,"$16,625,807","2,265","$4,826,049","2,265",7/14/99,puppet
8752,12,Follow That Bird (Sesame St.),WB,"$13,961,370","1,129","$2,415,626","1,129",8/2/85,puppet
8753,13,Labyrinth,TriS,"$12,729,917","1,141","$3,549,243","1,141",6/27/86,puppet
8754,14,The Adventures of Elmo in Grouchland,Sony,"$11,683,047","1,210","$3,255,033","1,210",10/1/99,puppet
8755,15,Mystery Science Theater 3000,Gram.,"$1,007,306",26,"$206,328",26,4/19/96,puppet
8756,16,Being Elmo: A Puppeteer's Journey,SD,"$304,052",15,"$22,963",1,10/21/11,puppet
8757,17,Still Breathing,Oct.,"$228,455",67,"$86,659",67,5/1/98,puppet
8758,18,Dummy,Art.,"$71,646",5,"$30,120",5,9/12/03,puppet
8759,NaN,Ted,Uni.,"$218,815,487","3,303","$54,415,205","3,239",6/29/12,arresteddevelopment
8760,2,Big Daddy,Sony,"$163,479,795","3,254","$41,536,370","3,027",6/25/99,arresteddevelopment
8761,3,Grown Ups,Sony,"$162,001,186","3,534","$40,506,562","3,534",6/25/10,arresteddevelopment
8762,4,Neighbors,Uni.,"$150,157,400","3,311","$49,033,915","3,279",5/9/14,arresteddevelopment
8763,5,Knocked Up,Uni.,"$148,768,917","2,975","$30,690,990","2,871",6/1/07,arresteddevelopment
8764,6,21 Jump Street,Sony,"$138,447,667","3,148","$36,302,612","3,121",3/16/12,arresteddevelopment
8765,7,The 40-Year-Old Virgin,Uni.,"$109,449,237","3,006","$21,422,815","2,845",8/19/05,arresteddevelopment
8766,8,Step Brothers,Sony,"$100,468,793","3,182","$30,940,732","3,094",7/25/08,arresteddevelopment
8767,9,Failure to Launch,Par.,"$88,715,192","3,202","$24,411,322","3,057",3/10/06,arresteddevelopment
8768,10,School of Rock,Par.,"$81,261,177","2,951","$19,622,714","2,614",10/3/03,arresteddevelopment
8769,11,"You, Me and Dupree",Uni.,"$75,628,110","3,137","$21,525,560","3,131",7/14/06,arresteddevelopment
8770,12,Old School,DW,"$75,585,093","2,742","$17,453,216","2,689",2/21/03,arresteddevelopment
8771,13,"I Love You, Man",P/DW,"$71,440,011","2,829","$17,810,270","2,711",3/20/09,arresteddevelopment
8772,14,Role Models,Uni.,"$67,294,270","2,798","$19,167,085","2,792",11/7/08,arresteddevelopment
8773,15,Forgetting Sarah Marshall,Uni.,"$63,172,463","2,872","$17,725,330","2,798",4/18/08,arresteddevelopment
8774,16,Hall Pass,WB (NL),"$45,060,734","2,950","$13,535,374","2,950",2/25/11,arresteddevelopment
8775,17,That's My Boy,Sony,"$36,931,089","3,030","$13,453,714","3,030",6/15/12,arresteddevelopment
8776,18,Drillbit Taylor,Par.,"$32,862,104","3,061","$10,309,986","3,056",3/21/08,arresteddevelopment
8777,19,She's Out of My League,Par.,"$32,010,860","2,958","$9,775,278","2,956",3/12/10,arresteddevelopment
8778,20,Young Adult,Par.,"$16,311,571",987,"$310,263",8,12/9/11,arresteddevelopment
8779,21,The Rocker,Fox,"$6,409,528","2,784","$2,636,048","2,784",8/20/08,arresteddevelopment
8780,22,Grandma's Boy,Fox,"$6,090,172","2,016","$3,009,341","2,015",1/6/06,arresteddevelopment
8781,23,"Jeff, Who Lives at Home",ParV,"$4,269,426",513,"$855,709",254,3/16/12,arresteddevelopment
8782,24,The Brothers Solomon,SGem,"$900,926",700,"$508,601",700,9/7/07,arresteddevelopment
8783,NaN,Horrible Bosses,WB (NL),"$117,538,559","3,134","$28,302,165","3,040",7/8/11,blackcomedy
8784,2,The War of the Roses,Fox,"$86,888,546","1,559","$9,488,794","1,259",12/8/89,blackcomedy
8785,3,Ruthless People,BV,"$71,624,879","1,114","$5,274,306","1,111",6/27/86,blackcomedy
8786,4,The Witches of Eastwick,WB,"$63,766,510","1,337","$9,454,238","1,103",6/12/87,blackcomedy
8787,5,A Fish Called Wanda,MGM,"$62,493,712","1,223","$115,418",3,7/15/88,blackcomedy
8788,6,Burn After Reading,Focus,"$60,355,347","2,657","$19,128,001","2,651",9/12/08,blackcomedy
8789,7,The Cable Guy,Sony,"$60,240,295","2,657","$19,806,226","2,657",6/14/96,blackcomedy
8790,8,Bad Santa,Dim.,"$60,060,328","2,540","$12,292,952","2,005",11/26/03,blackcomedy
8791,9,The Stepford Wives,Par.,"$59,484,742","3,057","$21,406,781","3,057",6/11/04,blackcomedy
8792,10,The Grand Budapest Hotel,FoxS,"$59,301,324","1,467","$811,166",4,3/7/14,blackcomedy
8793,11,Death Becomes Her,Uni.,"$58,422,650","1,866","$12,110,355","1,409",7/31/92,blackcomedy
8794,12,Throw Momma From the Train,Orion,"$57,915,972","1,623","$7,318,878","1,477",12/11/87,blackcomedy
8795,13,Horrible Bosses 2,WB,"$54,445,357","3,400","$15,457,418","3,375",11/26/14,blackcomedy
8796,14,Death at a Funeral (2010),SGem,"$42,739,347","2,459","$16,217,540","2,459",4/16/10,blackcomedy
8797,15,Birdman,FoxS,"$42,340,598","1,213","$424,397",4,10/17/14,blackcomedy
8798,16,The Ladykillers,BV,"$39,799,191","1,589","$12,634,563","1,583",3/26/04,blackcomedy
8799,17,Little Shop of Horrors,WB,"$38,748,395","1,183","$3,659,884",866,12/19/86,blackcomedy
8800,18,Mars Attacks!,WB,"$37,771,017","1,955","$9,384,272","1,955",12/13/96,blackcomedy
8801,19,The 'Burbs,Uni.,"$36,601,993","1,956","$11,101,197","1,952",2/17/89,blackcomedy
8802,20,Addicted to Love,WB,"$34,673,095","2,021","$11,446,098","2,007",5/23/97,blackcomedy
8803,21,Grosse Pointe Blank,BV,"$28,084,357","1,242","$6,870,397","1,227",4/11/97,blackcomedy
8804,22,The Big Hit,Sony,"$27,007,143","2,149","$10,809,424","2,149",4/24/98,blackcomedy
8805,23,Nurse Betty,USA,"$25,170,054","1,491","$7,145,950","1,459",9/8/00,blackcomedy
8806,24,Fargo,Gram.,"$24,611,975",716,"$730,265",36,3/8/96,blackcomedy
8807,25,Observe and Report,WB,"$24,007,324","2,727","$11,017,334","2,727",4/10/09,blackcomedy
8808,26,Being John Malkovich,USA,"$22,863,596",630,"$637,721",25,10/29/99,blackcomedy
8809,27,Raising Arizona,Fox,"$22,847,564",697,"$36,240",1,3/13/87,blackcomedy
8810,28,The Player,NL,"$21,706,101",452,"$302,216",23,4/10/92,blackcomedy
8811,29,To Die For,Sony,"$21,284,514",954,"$386,510",11,9/29/95,blackcomedy
8812,30,Punch-Drunk Love,SonR,"$17,844,216","1,293","$367,203",5,10/11/02,blackcomedy
8813,31,The Big Lebowski,Gram.,"$17,451,873","1,235","$5,533,844","1,207",3/6/98,blackcomedy
8814,32,I Love You to Death,TriS,"$16,186,793","1,095","$4,014,640","1,072",4/6/90,blackcomedy
8815,33,Drowning Mona,Dest.,"$15,506,764","1,981","$5,802,229","1,981",3/3/00,blackcomedy
8816,34,American Psycho,Lions,"$15,070,285","1,242","$4,961,015","1,236",4/14/00,blackcomedy
8817,35,Election,Par.,"$14,902,041",827,"$119,080",6,4/23/99,blackcomedy
8818,36,Envy,DW,"$13,562,325","2,445","$6,160,886","2,445",4/30/04,blackcomedy
8819,37,Sugar & Spice,NL,"$13,305,101","2,150","$5,891,176","2,150",1/26/01,blackcomedy
8820,38,Sunshine Cleaning,Over.,"$12,062,558",642,"$219,190",4,3/13/09,blackcomedy
8821,39,Surviving Christmas,DW,"$11,663,156","2,755","$4,441,356","2,750",10/22/04,blackcomedy
8822,40,So I Married an Axe Murderer,TriS,"$11,585,483","1,355","$3,466,930","1,349",7/30/93,blackcomedy
8823,41,The Ref,BV,"$11,439,193",861,"$3,044,097",701,3/9/94,blackcomedy
8824,42,After Hours,WB,"$10,609,321",503,"$45,435",1,9/13/85,blackcomedy
8825,43,Better Off Dead,WB,"$10,297,601",650,"$56,371",13,8/23/85,blackcomedy
8826,44,Lucky Numbers,Par.,"$10,042,516","2,528","$4,536,625","2,497",10/27/00,blackcomedy
8827,45,Brazil,Uni.,"$9,929,135",173,"$30,099",1,12/18/85,blackcomedy
